codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.3.2.1.00.4.1.16.00.00.00.000;12;1201;0,00;58.654,17;0050;"FPSM BB PREVID RF REFERENCIADO DI LP PERFIL";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.0.0.00.0.0.00.00.00.00.000;02;0201;30.052,31;40.195,64;0000;"Receita de Servicos";S;02;000;30.052,31;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.00.0.0.00.00.00.00.000;02;0201;30.052,31;40.195,64;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";S;03;000;30.052,31;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.0.0.00.00.00.00.000;02;0201;30.052,31;40.195,64;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";S;05;000;30.052,31;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.1.0.00.00.00.00.000;02;0201;30.052,31;40.195,64;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS";S;06;000;30.052,31;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.1.1.00.00.00.00.000;02;0201;30.052,31;39.900,00;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL";S;06;000;30.052,31;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.1.1.01.00.00.00.000;02;0201;30.052,31;39.900,00;0001;"SERVICOS DE MAQUINAS - PRINCIPAL";A;07;000;30.052,31;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.1.3.00.00.00.00.000;02;0201;0,00;95,37;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - DIVIDA ATIVA";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.1.3.01.00.00.00.000;02;0201;0,00;95,37;0001;"SERVICOS DE MAQUINAS - DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.1.4.00.00.00.00.000;02;0201;0,00;200,27;0000;"SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.6.1.0.01.1.4.01.00.00.00.000;02;0201;0,00;200,27;0001;"SERVICOS DE MAQUINA - MULTA E JUROS DA DIVIDA ATIVA";A;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.0.0.00.0.0.00.00.00.00.000;02;0201;24.699.510,27;33.639.943,23;0000;"TRANSFERENCIAS CORRENTES";S;02;000;31.533.146,87;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.0.00.0.0.00.00.00.00.000;02;0201;11.291.253,87;13.905.335,06;0000;"TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES";S;03;000;13.329.890,25;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.00.0.0.00.00.00.00.000;02;0201;11.291.253,87;13.905.335,06;0000;"TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;13.329.890,25;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.0.0.00.00.00.00.000;02;0201;9.725.287,84;11.429.480,33;0000;"PARTICIPACAO NA RECEITA DA UNIAO";S;05;000;11.516.180,34;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.2.0.00.00.00.00.000;02;0201;8.921.936,00;10.319.993,65;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL";S;06;000;10.712.828,50;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.2.1.00.00.00.00.000;02;0201;8.921.936,00;10.319.993,65;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL - PRINCIPAL";S;06;000;10.712.828,50;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.2.1.01.00.00.00.000;02;0201;5.353.161,60;6.191.996,30;0001;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - PROPRIO";A;07;000;6.427.697,09;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.2.1.02.00.00.00.000;02;0201;446.096,80;515.999,70;0020;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - MDE";A;07;000;535.641,43;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.2.1.03.00.00.00.000;02;0201;1.338.290,40;1.547.999,08;0040;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - ASPS";A;07;000;1.606.924,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.2.1.04.00.00.00.000;02;0201;1.784.387,20;2.063.998,57;0031;"COTA-PARTE DO FPM - COTA MENSAL - PRINCIPAL  - FUNDEB";A;07;000;2.142.565,70;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.3.0.00.00.00.00.000;02;0201;374.000,00;452.337,92;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DO MUNICIPIOS – 1% COTA ENTREGUE NO MES DE DEZEMBRO";S;06;000;374.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.3.1.00.00.00.00.000;02;0201;374.000,00;452.337,92;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DO MUNICIPIOS – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL";S;06;000;374.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.3.1.01.00.00.00.000;02;0201;224.400,00;271.402,75;0001;"COTA-PARTE DO FPM – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL  - PROPRIO";A;07;000;224.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.3.1.02.00.00.00.000;02;0201;93.500,00;113.084,48;0020;"COTA-PARTE DO FPM – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL  -  MDE";A;07;000;93.500,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.3.1.03.00.00.00.000;02;0201;56.100,00;67.850,69;0040;"COTA-PARTE DO FPM – 1% COTA ENTREGUE NO MES DE DEZEMBRO - PRINCIPAL  - ASPS";A;07;000;56.100,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.4.0.00.00.00.00.000;02;0201;363.000,00;399.571,60;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - 1% COTA ENTREGUE NO MES DE JULHO";S;06;000;363.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.4.1.00.00.00.00.000;02;0201;363.000,00;399.571,60;0000;"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL";S;06;000;363.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.4.1.01.00.00.00.000;02;0201;217.800,00;239.742,96;0001;"COTA-PARTE DO FPM - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL  - PROPRIO";A;07;000;217.800,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.4.1.02.00.00.00.000;02;0201;90.750,00;99.892,90;0020;"COTA-PARTE DO FPM - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL  -  MDE";A;07;000;90.750,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.4.1.03.00.00.00.000;02;0201;54.450,00;59.935,74;0040;"COTA-PARTE DO FPM - 1% COTA ENTREGUE NO MES DE JULHO - PRINCIPAL  - ASPS";A;07;000;54.450,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.5.0.00.00.00.00.000;02;0201;66.351,84;257.577,16;0000;"COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL";S;06;000;66.351,84;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.5.1.00.00.00.00.000;02;0201;66.351,84;257.577,16;0000;"COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - PRINCIPAL";S;06;000;66.351,84;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.5.1.01.00.00.00.000;02;0201;39.811,10;154.546,29;0001;"COTA-PARTE DO ITR - PRINCIPAL  - PROPRIO";A;07;000;39.811,10;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.5.1.02.00.00.00.000;02;0201;3.317,59;12.878,89;0020;"COTA-PARTE DO ITR - PRINCIPAL  - MDE";A;07;000;3.317,59;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.5.1.03.00.00.00.000;02;0201;9.952,78;38.636,61;0040;"COTA-PARTE DO ITR - PRINCIPAL  - ASPS";A;07;000;9.952,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.01.5.1.04.00.00.00.000;02;0201;13.270,37;51.515,37;0031;"COTA-PARTE DO ITR - PRINCIPAL  - FUNDEB";A;07;000;13.270,37;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.02.0.0.00.00.00.00.000;02;0201;110.065,23;199.559,05;0000;"TRANSFERENCIA DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS NATURAIS";S;05;000;142.065,23;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.02.2.0.00.00.00.00.000;02;0201;0,00;68,16;0000;"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - CFEM";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.02.2.1.00.00.00.00.000;02;0201;0,00;68,16;0001;"COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRINCIPAL";A;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.02.6.0.00.00.00.00.000;02;0201;110.065,23;199.490,89;0000;"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO – FEP";S;06;000;142.065,23;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.02.6.1.00.00.00.00.000;02;0201;110.065,23;199.490,89;0001;"COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO – FEP - PRINCIPAL";A;06;000;142.065,23;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.0.0.00.00.00.00.000;02;0201;936.813,25;1.304.159,01;0000;"Transferencia de Recursos do Sistema Unico de Saude – SUS – Repasses Fundo a Fundo - Bloco de Manutencao das Acoes e Servico Publiucos de saude.";S;05;000;1.040.094,88;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.1.0.00.00.00.00.000;02;0201;811.690,70;989.626,13;0000;"Transferencia de Recursos do SUS – Atencao Primaria";S;06;000;865.690,70;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.1.1.00.00.00.00.000;02;0201;811.690,70;989.626,13;4500;"Transferencia de Recursos do SUS – Atencao Primaria - Principal";A;06;000;865.690,70;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.2.0.00.00.00.00.000;02;0201;8.003,57;8.829,96;0000;"Transferencia de Recursos do SUS – Atencao Especializada";S;06;000;8.829,96;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.2.1.00.00.00.00.000;02;0201;8.003,57;8.829,96;4501;"Transferencia de Recursos do SUS – Atencao Especializada - Principal";A;06;000;8.829,96;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.3.0.00.00.00.00.000;02;0201;67.431,25;96.293,44;0000;"Transferencia de Recursos do SUS – Vigilancia em Saude";S;06;000;70.431,25;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.3.1.00.00.00.00.000;02;0201;67.431,25;96.293,44;4502;"Transferencia de Recursos do SUS – Vigilancia em Saude - Principal";A;06;000;70.431,25;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.4.0.00.00.00.00.000;02;0201;49.687,73;63.954,24;0000;"Transferencia de Recursos do SUS – Assistencia Farmaceutica";S;06;000;49.687,73;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.4.1.00.00.00.00.000;02;0201;49.687,73;63.954,24;4503;"Transferencia de Recursos do SUS – Assistencia Farmaceutica - Principal";A;06;000;49.687,73;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.9.0.00.00.00.00.000;02;0201;0,00;145.455,24;0000;"Transferencia de Recursos do SUS – Outros Programas Financiados por Transferencias Fundo a Fundo";S;06;000;45.455,24;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.9.1.00.00.00.00.000;02;0201;0,00;145.455,24;0000;"Transferencia de Recursos do SUS – Outros Programas Financiados por Transferencias Fundo a Fundo - Principal";S;06;000;45.455,24;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.9.1.08.00.00.00.000;02;0201;0,00;0,00;4500;"COVID-19 ATECAO BASICA PORT MS/GM 731/2021 RV4500";A;07;000;10.622,50;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.9.1.08.00.00.00.000;02;0201;0,00;10.622,50;4500;"COVID-19 ATECAO BASICA PORT MS/GM 731/2021 RV4500";A;07;000;0,00;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.9.1.09.00.00.00.000;02;0201;0,00;0,00;4500;"COVID-19 ATECAO BASICA PORT MS/GM 894/2021 RV4500";A;07;000;34.832,74;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.9.1.09.00.00.00.000;02;0201;0,00;34.832,74;4500;"COVID-19 ATECAO BASICA PORT MS/GM 894/2021 RV4500";A;07;000;0,00;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.03.9.1.10.00.00.00.000;02;0201;0,00;100.000,00;4500;"EMENDA INCREMENTO TEMPORARIO PARA CUSTEIO ATENCAO BASICA RV4500 PORT2684/2021";A;07;000;0,00;3110;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.0.0.00.00.00.00.000;02;0201;362.969,54;451.728,26;0000;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO – FNDE";S;05;000;420.961,35;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.1.0.00.00.00.00.000;02;0201;241.276,81;279.621,23;0000;"TRANSFERENCIAS DO SALARIO-EDUCACAO";S;06;000;251.159,55;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.1.1.00.00.00.00.000;02;0201;241.276,81;279.621,23;1014;"TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINCIPAL";A;06;000;251.159,55;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.3.0.00.00.00.00.000;02;0201;70.620,40;74.397,40;0000;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR – PNAE";S;06;000;72.402,29;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.3.1.00.00.00.00.000;02;0201;70.620,40;74.397,40;0000;"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR – PNAE - PRINCIPAL";S;06;000;72.402,29;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.3.1.01.00.00.00.000;02;0201;29.995,20;32.947,20;1001;"PNAE FUNDAMENTAL";A;07;000;29.995,20;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.1.7.1.8.05.3.1.02.00.00.00.000;02;0201;23.540,00;22.363,00;1031;"PNAE CRECHE";A;07;000;23.540,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
